lat,lng
35.65901407,139.6789375
35.65987054,139.6819066
35.61556776,139.6906536
35.63873444,139.6903393
35.63413628,139.6876077
35.61227473,139.666354
35.64432306,139.6924511
35.65088513,139.6927934
35.6134829,139.6951864
35.65465069,139.6865285
35.65488032,139.6858695
35.62757971,139.6899733
35.63243518,139.6983667
35.63461782,139.6938752
35.6401079,139.6989167
35.63933356,139.7026363
35.62715308,139.668057
35.6464818,139.6902678
35.64692178,139.6858094
35.62115558,139.6720358
35.61814629,139.6712741
35.61533371,139.6668459
35.62439519,139.6686641
35.6229726,139.6918316
35.61935493,139.6906487
35.61965096,139.6824342
35.62650806,139.6821302
35.61505616,139.6829857
35.63759129,139.709235
35.63418689,139.7091596
35.6230254,139.6949486
35.61849223,139.6957515
35.63689812,139.694477
35.61267759,139.6782777
35.60946148,139.6790164
35.61028748,139.6733184
35.61786915,139.6085596
35.60326323,139.660081
35.62416696,139.6211528
35.62503116,139.6194782
35.63598038,139.6790455
35.61703544,139.6133541
35.61970647,139.6105093
35.62115791,139.6131981
35.63176159,139.6052447
35.63705152,139.5897767
35.63489618,139.6108252
35.64341632,139.6130059
35.60278017,139.6668952
35.65180705,139.6321243
35.645801,139.64237
35.65358478,139.5966579
35.63505021,139.6625311
35.66755829,139.6256395
35.61907274,139.6477126
35.623325,139.647847
35.618697,139.631783
35.61872331,139.6315864
35.618453,139.632776
35.61842747,139.6329339
35.62137107,139.627296
35.63379779,139.6010194
35.63411484,139.5976269
35.63544406,139.5990785
35.641267,139.600898
35.6412396,139.6007057
35.65167794,139.5954897
35.65165458,139.5980967
35.66547999,139.6382762
35.65899885,139.6207407
35.64584916,139.6048005
35.6593739,139.6733379
35.63037458,139.6123422
35.63158006,139.6147705
35.62508803,139.6115104
35.64982834,139.6787222
35.61083846,139.6435396
35.610887,139.643714
35.61144273,139.6410302
35.61680052,139.6434162
35.61731793,139.6425653
35.60576313,139.6523862
35.6085642,139.6485162
35.61282129,139.6516231
35.66883496,139.6005212
35.60467483,139.6542278
35.604624,139.654416
35.60588984,139.655935
35.66218147,139.6697089
35.70032151,139.6362768
35.70179922,139.6432085
35.70319074,139.6312405
35.705338,139.641225
35.70596822,139.6368223
35.71194552,139.64125
35.7283042,139.619279
35.67327334,139.6388896
35.69452467,139.622567
35.69651173,139.6222256
35.6985059,139.6189945
35.70148645,139.6172772
35.71766743,139.630379
35.72212725,139.6194097
35.71951299,139.6193036
35.72085426,139.6165001
35.67136816,139.6371222
35.67330819,139.6345731
35.67150096,139.6306552
35.67535244,139.6251421
35.683102,139.605133
35.68663145,139.5993716
35.69160446,139.5997142
35.68658149,139.6064227
35.69333458,139.610934
35.69486254,139.6117836
35.6922696,139.6021534
35.68412766,139.6142842
35.68007871,139.6200667
35.68107982,139.6229326
35.6837768,139.6166319
35.7000141,139.656472
35.699745,139.65424
35.70703897,139.6551169
35.706593,139.653627
35.70842258,139.6435079
35.70961784,139.6437945
35.71806769,139.610523
35.68670764,139.6426911
35.6864584,139.6412711
35.70047012,139.5928295
35.72111051,139.6098817
35.71984965,139.6018392
35.72178853,139.6031572
35.679455,139.607043
35.6929166,139.6315762
35.69105763,139.6390204
35.69434123,139.6346882
35.71660623,139.620505
35.69831128,139.6018333
35.70522335,139.6018847
35.71112899,139.5960335
35.71031496,139.5971322
35.71679274,139.5941022
35.71090459,139.6229328
35.70811356,139.6185287
35.711967,139.6085444
35.71264347,139.6021785
35.70042411,139.6089549
35.697055,139.653723
35.68503985,139.6288139
35.67966978,139.6586718
35.68333474,139.6499495
35.68637749,139.6488915
35.68552867,139.6500288
35.68459947,139.6551849
35.6928447,139.647184
35.71326612,139.6334615
35.71202591,139.621398
35.67569162,139.6565063
35.674544,139.648754
35.67560183,139.6460726
35.69024811,139.658685
35.69070715,139.6574326
35.69540507,139.6576121
35.69738757,139.6575017
35.73837369,139.7429379
35.73593089,139.7418918
35.7364665,139.738244
35.73604659,139.7002615
35.73956956,139.6971708
35.71651066,139.7138456
35.73499769,139.7220333
35.741396,139.718918
35.73849431,139.7259851
35.74153705,139.7294779
35.72848206,139.702805
35.72793448,139.7002708
35.73580112,139.6910047
35.73506741,139.687315
35.73589284,139.7329403
35.74114645,139.7333718
35.73569477,139.7045668
35.73775236,139.7092651
35.74064153,139.7147086
35.74432833,139.714541
35.72866654,139.6902071
35.73596994,139.6841797
35.73607723,139.6804061
35.7289542,139.7236116
35.72863096,139.734803
35.72884918,139.7275459
35.72437413,139.7148342
35.72472225,139.693123
35.72450842,139.6838525
35.72675691,139.6855602
35.71721643,139.7115737
35.7208268,139.7090015
35.72528631,139.6968848
35.73408426,139.6935718
35.73996031,139.6895491
35.75891,139.73562
35.758357,139.736233
35.765123,139.737824
35.762939,139.734626
35.759735,139.741539
35.762548,139.741091
35.75602,139.732701
35.784376,139.72617
35.776539,139.707235
35.779697,139.708651
35.777253,139.731945
35.783392,139.731351
35.757298,139.723175
35.769932,139.721511
35.749231,139.749596
35.759699,139.719161
35.75944183,139.7171957
35.765253,139.718142
35.772248,139.728866
35.771203,139.71415
35.767604,139.713856
35.742322,139.747854
35.7450089,139.7445797
35.743963,139.742487
35.743143,139.736726
35.780613,139.721426
35.778954,139.725882
35.785781,139.72071
35.770514,139.707886
35.77539,139.713959
35.78079,139.714458
35.77301,139.725332
35.783721,139.705913
35.748566,139.736914
35.75150807,139.7330217
35.750805,139.728391
35.74884,139.724456
35.74983,139.724849
35.744642,139.726462
35.744462,139.721627
35.757692,139.729648
35.758637,139.730052
35.763168,139.726012
35.738271,139.754165
35.737176,139.757196
35.741136,139.75593
35.74020759,139.76808
35.765797,139.72907
35.74005,139.762663
35.792839,139.699303
35.78574,139.700816
35.790264,139.691919
35.790341,139.693279
35.757583,139.743875
35.760731,139.74299
35.76490304,139.7500234
35.765841,139.750264
35.753652,139.746204
35.734498,139.787752
35.73356,139.786082
35.738546,139.782497
35.739521,139.784164
35.733795,139.784091
35.7348607,139.7801232
35.736346,139.77731
35.741247,139.77556
35.742441,139.779499
35.74250718,139.7839561
35.731341,139.772516
35.732574,139.77174
35.729621,139.767582
35.73240096,139.764947
35.736279,139.770781
35.73557557,139.7696909
35.746006,139.764603
35.750208,139.7634
35.753167,139.763888
35.746484,139.758105
35.750244,139.758432
35.75209066,139.7541803
35.751598,139.753454
35.744088,139.785824
35.744473,139.787328
35.744951,139.780005
35.748273,139.781599
35.74902,139.77711
35.751075,139.779438
35.750406,139.783399
35.748338,139.787807
35.72978972,139.7899479
35.728858,139.781392
35.729964,139.781378
35.72612,139.777845
35.728401,139.77824
35.72788635,139.7729548
35.73303162,139.7760076
35.743212,139.772874
35.74470262,139.7714096
35.743209,139.769642
35.747275,139.768811
35.748244,139.768871
35.733175,139.789219
35.734917,139.791035
35.731301,139.806454
35.733556,139.794525
35.738172,139.79104
35.73742445,139.7922648
35.733205,139.798309
35.736128,139.799676
35.735615,139.7987
35.737841,139.811259
35.734517,139.807037
35.735143,139.807227
35.73895,139.811625
35.761447,139.71043
35.755926,139.700909
35.754677,139.704234
35.760674,139.71613
35.755455,139.715041
35.741613,139.68161
35.744232,139.685509
35.745615,139.697371
35.781988,139.671675
35.784801,139.670902
35.785281,139.660479
35.785009,139.661904
35.78687,139.657055
35.788867,139.65009
35.78827,139.651094
35.791923,139.659808
35.791907,139.662953
35.782365,139.685786
35.783777,139.680686
35.783728,139.683326
35.756124,139.677231
35.790335,139.637488
35.772598,139.697821
35.775317,139.686678
35.776542,139.684006
35.769345,139.67538
35.772063,139.674259
35.793629,139.681513
35.775421,139.702951
35.773218,139.700016
35.778451,139.698292
35.780084,139.701101
35.747708,139.680177
35.747452,139.680862
35.76153,139.678886
35.759492,139.691168
35.763485,139.68228
35.793751,139.665177
35.774313,139.631951
35.774659,139.632752
35.778445,139.63308
35.780884,139.634444
35.78078,139.6332
35.766907,139.705108
35.776933,139.668473
35.777863,139.640558
35.777897,139.641775
35.774634,139.642833
35.779742,139.64806
35.769267,139.636041
35.766389,139.701485
35.763895,139.695334
35.773031,139.68505
35.768392,139.687633
35.759627,139.700034
35.77897,139.68021
35.767221,139.69704
35.769708,139.700104
35.745568,139.704657
35.747209,139.700276
35.750455,139.704774
35.749515,139.704622
35.747648,139.692583
35.750693,139.689989
35.741643,139.70482
35.769106,139.680221
35.766482,139.681188
35.769919,139.680222
35.772598,139.679513
35.751153,139.6964
35.755284,139.686322
35.755133,139.678301
35.771766,139.666537
35.772117,139.660353
35.771601,139.657118
35.771746,139.652334
35.781283,139.657542
35.756869,139.691291
35.753791,139.707683
35.752466,139.719547
35.74992,139.716439
35.753778,139.70764
35.755302,139.706817
35.760957,139.701131
35.753803,139.694736
35.787757,139.676448
35.788232,139.677801
35.73483575,139.6741188
35.73649559,139.6769485
35.7378216,139.677664
35.77290222,139.627662
35.77326655,139.628806
35.77412214,139.6250108
35.77416227,139.6281023
35.74802256,139.6717171
35.75082103,139.6733429
35.73950019,139.6712579
35.73166213,139.6054138
35.73045175,139.6089497
35.73387812,139.6035952
35.73709759,139.6351439
35.73817958,139.6355844
35.73958838,139.6332038
35.74174195,139.6340082
35.72062459,139.5806218
35.72137344,139.5677274
35.72395722,139.5804892
35.72454572,139.577704
35.72500548,139.5719886
35.7297635,139.5771918
35.73075533,139.5754867
35.73255917,139.5736294
35.76817426,139.6374159
35.7616036,139.6347652
35.75934953,139.6298942
35.75494822,139.631495
35.75730019,139.6313484
35.76014516,139.6232634
35.7599251,139.6224193
35.75447496,139.6260181
35.75537079,139.6262452
35.74063744,139.6410724
35.74218838,139.6466462
35.74356536,139.6386055
35.74779833,139.6349819
35.7495171,139.6265896
35.74999792,139.6254034
35.76286694,139.6250883
35.76156035,139.6243873
35.74096582,139.6163362
35.74243794,139.6167983
35.74805899,139.6211232
35.74568855,139.6118868
35.73911288,139.6667189
35.74309421,139.6667511
35.74582602,139.6656439
35.74577849,139.6630795
35.74199722,139.6583887
35.7572334,139.6064398
35.75394985,139.5994053
35.75462018,139.6003322
35.75426128,139.6015031
35.75211173,139.647437
35.75699771,139.6476177
35.74663323,139.6399856
35.74771301,139.638503
35.75059147,139.6394522
35.75255747,139.6359692
35.73875125,139.6734691
35.74384047,139.679736
35.72525279,139.5924686
35.72918411,139.5923365
35.72783947,139.5893435
35.72852079,139.5880495
35.75557511,139.5734895
35.75841191,139.5799713
35.75952867,139.5789593
35.76528135,139.571858
35.76002235,139.5724944
35.73558077,139.5989918
35.74119446,139.5957769
35.73649501,139.5920272
35.73557102,139.5896807
35.73581676,139.5883865
35.73508623,139.5809
35.7462031,139.6073255
35.74481506,139.5982762
35.74534202,139.6017147
35.75260841,139.6593732
35.75417096,139.658813
35.75462789,139.6575706
35.75217379,139.6511694
35.75074935,139.6512576
35.76337471,139.5795422
35.76675362,139.5900078
35.76559432,139.5884642
35.76563816,139.5935204
35.76621009,139.5855054
35.77132585,139.5832054
35.77279714,139.5928044
35.77746,139.59096
35.77744162,139.5908613
35.75904012,139.602462
35.7647332,139.6040872
35.76580248,139.5991699
35.76223887,139.5957245
35.7638019,139.5957488
35.75944746,139.5962787
35.75105693,139.6140764
35.75489863,139.6149757
35.75453633,139.6136258
35.75139076,139.6129579
35.73180213,139.6422817
35.73119812,139.6441139
35.72824569,139.6453569
35.72976848,139.6427313
35.73423146,139.6353488
35.75889612,139.6423207
35.76609382,139.6439595
35.7597043,139.6415256
35.7631136,139.615362
35.76348964,139.6138031
35.76428962,139.6116187
35.76975866,139.6121391
35.76876538,139.6113328
35.74900222,139.5910318
35.75157635,139.586705
35.75606363,139.587849
35.75183143,139.5843253
35.75238774,139.5852163
35.7481443,139.5874779
35.74461851,139.584612
35.74497342,139.5811187
35.74226308,139.577424
35.74349857,139.580384
35.73906832,139.5704038
35.74454388,139.5729931
35.75136344,139.5716832
35.75116846,139.573531
35.73374931,139.6171442
35.73322963,139.616831
35.73745227,139.6197936
35.73388859,139.6130568
35.73779808,139.6115086
35.73705208,139.6111466
35.75696003,139.6671045
35.75800132,139.667493
35.73864145,139.624409
35.74489645,139.6232688
35.73741886,139.6620244
35.73259132,139.6502571
35.73288017,139.6517143
35.72925338,139.6578272
35.72779872,139.6564246
35.73279578,139.6678923
35.73524149,139.664466
35.73267755,139.6613552
35.73558745,139.651645
35.76509155,139.6642577
35.76755769,139.6604023
35.76715569,139.6571235
35.76171389,139.6552239
35.75719597,139.6495308
35.76150397,139.6537359
35.76769852,139.6496618
35.71859188,139.5824875
35.71827849,139.5808442
35.74334857,139.6526548
35.74057721,139.6531271
35.74021597,139.6502404
35.770149,139.833342
35.797465,139.770564
35.787804,139.780476
35.791677,139.788187
35.78591713,139.7533765
35.807708,139.811296
35.796657,139.812304
35.810845,139.821911
35.760321,139.753136
35.767219,139.820312
35.780138,139.767744
35.773311,139.764847
35.79167491,139.8378378
35.758438,139.797127
35.768426,139.747053
35.791916,139.814223
35.775003,139.819818
35.752013,139.807759
35.741804,139.807291
35.743808,139.794776
35.761032,139.79687
35.783836,139.834336
35.774877,139.848335
35.791401,139.800868
35.790431,139.791277
35.792257,139.795078
35.802416,139.7947
35.768987,139.805032
35.81251,139.762775
35.773845,139.78715
35.783289,139.787735
35.73694185,139.8623413
35.7487717,139.8725068
35.75679255,139.8467757
35.7611091,139.8812938
35.75350278,139.8223576
35.73212119,139.8314065
35.75770896,139.8415434
35.71547172,139.8536616
35.74708096,139.8516121
35.78707493,139.8687879
35.72147986,139.8632069
35.77145988,139.8627476
35.77476074,139.8472048
35.68886356,139.8774412
35.683604,139.878877
35.67897421,139.8620675
35.69953272,139.9130181
35.686319,139.9068637
35.68671164,139.9013391
35.67944897,139.8843929
35.6746061,139.8793596
35.67572,139.879288
35.7078742,139.8934027
35.71146817,139.8923942
35.71740188,139.8862086
35.71267456,139.8842228
35.71520248,139.8840227
35.70474043,139.9089378
35.70305721,139.9087822
35.7047608,139.8988524
35.70105146,139.891256
35.68234765,139.878424
35.67984686,139.8767266
35.68194244,139.8771054
35.69779519,139.8527957
35.69732181,139.8493958
35.69774732,139.8701024
35.68865502,139.8676252
35.69111757,139.8738234
35.68997007,139.8734883
35.70796,139.860354
35.7047185,139.8613619
35.70618894,139.8599556
35.708695,139.865907
35.71162606,139.8626079
35.71831698,139.8767676
35.71858806,139.878798
35.72344046,139.8726567
35.71445844,139.9005278
35.70436449,139.8882498
35.6990418,139.8937089
35.69464118,139.8946699
35.65758581,139.8530082
35.66189486,139.8526805
35.66319749,139.8518359
35.6566804,139.8525445
35.65500012,139.8572967
35.6991124,139.8769741
35.70081785,139.8787766
35.66811971,139.8573965
35.66805322,139.8649513
35.66587011,139.8628374
35.65996073,139.8598463
35.65455198,139.8627992
35.73293475,139.8733701
35.73593889,139.8772856
35.73681207,139.8753252
35.68561939,139.8871352
35.6826876,139.8621888
35.68342782,139.8681587
35.70706992,139.8811372
35.70873614,139.8703714
35.70609761,139.8732157
35.706223,139.874863
35.71025934,139.8676437
35.67146976,139.8735236
35.67147412,139.8733948
35.65969981,139.865429
35.6589322,139.8709233
35.6623884,139.8788477
35.66089299,139.8793781
35.65414096,139.8796423
35.69704734,139.9139711
35.700446,139.916254
35.72125229,139.8905386
35.73056363,139.8920105
35.7329427,139.8922457
35.72934149,139.8891438
35.69304452,139.8659085
35.69156385,139.8995391
35.69101935,139.8936729
35.653648,139.870776
35.64670752,139.8742902
35.64544461,139.87524
35.64364221,139.8707435
35.64483337,139.871235
35.64999456,139.8802533
35.69146793,139.9041831
35.69818263,139.9040021
35.72196141,139.8891998
35.72312692,139.8847196
35.72795972,139.8826973
35.702615,139.852184
35.702431,139.84317
35.70199878,139.8416241
35.7035555,139.8474513
35.70847291,139.8481119
35.70561084,139.8463846
35.70478013,139.8387437
35.70649377,139.836188
35.71053798,139.8423318
35.7145696,139.8392155
35.67488996,139.8557129
35.67078497,139.8612151
35.6745442,139.8653813
35.71841461,139.8930996
35.74047624,139.885691
35.73763223,139.891749
35.74342601,139.8892658
35.74705603,139.886549
35.74763896,139.8869597
35.71857679,139.8723736
35.721275,139.869092
35.72206246,139.8709208
35.65276,139.858795
35.65158792,139.8603386
35.6446718,139.4071044
35.68533234,139.2816979
35.62717702,139.3252555
35.63330264,139.322961
35.63275437,139.321908
35.66686494,139.3074626
35.66806697,139.3055347
35.6693033,139.2539581
35.68110533,139.2652234
35.62700048,139.3827958
35.62669873,139.3854593
35.62949277,139.3835802
35.62267566,139.3811661
35.70171284,139.3169664
35.69948231,139.3239792
35.67088333,139.303934
35.62940314,139.292007
35.62988186,139.288312
35.62418575,139.288656
35.62736585,139.2906212
35.63354524,139.3044241
35.62663484,139.2781688
35.68659807,139.3543625
35.68324573,139.3578171
35.704247,139.314229
35.67596483,139.3389225
35.682952,139.31223
35.68829939,139.3073167
35.66111481,139.3364178
35.66064145,139.2912019
35.65946892,139.2775803
35.66292116,139.3658275
35.66236416,139.3642545
35.64353484,139.2769282
35.64638337,139.3137477
35.65063988,139.3169622
35.64835198,139.3027566
35.64742902,139.301647
35.67791771,139.2962118
35.64986,139.342902
35.65065272,139.3446773
35.65530026,139.3316144
35.62002161,139.3001553
35.62220995,139.3100557
35.63422056,139.4215851
35.63365332,139.4261083
35.62015704,139.3207592
35.6211004,139.3225511
35.63987764,139.2821612
35.638264,139.27885
35.68391704,139.3678074
35.6423435,139.3271931
35.63047289,139.4219844
35.62819287,139.4140331
35.62804511,139.4096457
35.62991509,139.4178379
35.62150746,139.3935402
35.68309525,139.2863352
35.68447149,139.2836882
35.66948254,139.2428989
35.66959445,139.2158608
35.6721779,139.2111872
35.70541113,139.2490854
35.65314541,139.3300811
35.61581679,139.3689149
35.61746025,139.3707061
35.6189809,139.3731802
35.62273478,139.3611828
35.6739455,139.268746
35.67097201,139.3604888
35.66987494,139.3607635
35.68057545,139.3644206
35.659158,139.3083939
35.65740658,139.3045234
35.69349211,139.2840485
35.6918649,139.280925
35.68655542,139.2988376
35.67325909,139.2772204
35.66897182,139.2824155
35.64538734,139.3564149
35.64486633,139.3581277
35.65185268,139.3227209
35.65033255,139.3226191
35.65498519,139.3201776
35.65429856,139.3177789
35.65673907,139.323284
35.67200262,139.2934888
35.67231037,139.3395268
35.66524218,139.3545901
35.66308491,139.3519521
35.66582079,139.3435606
35.69016489,139.3263756
35.62529159,139.3585177
35.62372312,139.3583379
35.67416997,139.3274344
35.67646445,139.3196776
35.67053249,139.3252743
35.67026889,139.3155722
35.68227093,139.3219317
35.68663577,139.3187751
35.68172371,139.3186954
35.64217018,139.3656151
35.64919366,139.2886572
35.65774108,139.2882912
35.65664005,139.2890233
35.65754984,139.3009145
35.65655815,139.3018455
35.650383,139.295322
35.64229396,139.2868791
35.64558996,139.2936858
35.6329313,139.407913
35.64163993,139.4043136
35.67824087,139.3135
35.67541174,139.3079037
35.68585245,139.3025705
35.68500602,139.3014034
35.61893975,139.380022
35.61175626,139.3791996
35.60995464,139.3834786
35.60841374,139.3805248
35.60825993,139.3749205
35.61006757,139.3715302
35.61261882,139.3732389
35.67211018,139.2884158
35.66937096,139.2918638
35.66177033,139.3226975
35.69051989,139.2481654
35.65377166,139.3019035
35.61843247,139.3913691
35.61051964,139.3885898
35.61880536,139.4003286
35.61370469,139.3955402
35.62463584,139.405869
35.63091338,139.3462184
35.62569903,139.3414911
35.63001693,139.3390596
35.63635445,139.338201
35.64439198,139.3402156
35.64132984,139.3402114
35.62805077,139.3508599
35.63851297,139.3838848
35.65735329,139.3457091
35.66135503,139.3439805
35.66014559,139.3435288
35.61221548,139.3599978
35.61268865,139.3637914
35.63380316,139.3105884
35.63397052,139.3092172
35.63701946,139.3013986
35.73173181,139.3767486
35.695461,139.426834
35.68959792,139.4264485
35.70824178,139.4303503
35.71092799,139.4249618
35.691176,139.416423
35.69254606,139.4196182
35.69065164,139.414455
35.7190178,139.4241669
35.72622375,139.4251752
35.72739436,139.4212225
35.70765347,139.4186545
35.722804,139.40312
35.72784886,139.3994856
35.692356,139.407379
35.69549717,139.4037868
35.694687,139.408082
35.69473119,139.4075493
35.719052,139.433835
35.722151,139.437972
35.720178,139.439185
35.72463684,139.4349411
35.702141,139.414111
35.70155203,139.426631
35.70115933,139.4205201
35.70313924,139.4264639
35.70382673,139.4236173
35.72056088,139.3916975
35.71988629,139.3905182
35.72361532,139.3929712
35.72412834,139.3868039
35.7325646,139.3926429
35.72726133,139.364069
35.73234828,139.3606461
35.72959206,139.372141
35.73355422,139.3672239
35.71772248,139.4180782
35.72034258,139.4105137
35.7273066,139.4146655
35.69587864,139.3990167
35.69758378,139.4002621
35.68913316,139.396509
35.69152443,139.390006
35.69433363,139.3928299
35.69275885,139.3972551
35.70346006,139.4091001
35.694038,139.583483
35.69259878,139.5819008
35.693091,139.581676
35.69490735,139.5766213
35.695211,139.577312
35.693435,139.548551
35.69307282,139.5499284
35.6920185,139.5444555
35.692279,139.544499
35.69941407,139.5723804
35.695539,139.56842
35.69512668,139.5688778
35.699514,139.563064
35.685517,139.569528
35.68833985,139.564704
35.688289,139.565431
35.69251,139.560945
35.685392,139.559796
35.686325,139.559705
35.68588441,139.5600436
35.695668,139.557773
35.695361,139.557521
35.69572599,139.5564882
35.696184,139.556256
35.68870173,139.5596718
35.69236354,139.5548878
35.69288,139.554594
35.66888,139.575887
35.66887692,139.5748846
35.670769,139.5779391
35.671094,139.577245
35.68046445,139.575687
35.680827,139.575793
35.67495434,139.5725597
35.67892879,139.5669221
35.679477,139.566975
35.682071,139.569846
35.68185803,139.5701683
35.6815696,139.5651848
35.681871,139.56241
35.67980426,139.5689994
35.67763851,139.5323495
35.677314,139.532665
35.67523646,139.5376965
35.68006711,139.5364603
35.680261,139.536033
35.687505,139.530044
35.688333,139.535203
35.668601,139.537495
35.670223,139.538471
35.6698614,139.5386651
35.68673746,139.5287783
35.677235,139.528397
35.66474102,139.5788247
35.670295,139.57117
35.66993626,139.5712892
35.667433,139.572038
35.66706342,139.5719442
35.67731334,139.5853393
35.67948602,139.5822182
35.679837,139.58212
35.68343275,139.5884433
35.68281141,139.592313
35.68883846,139.5820329
35.69146826,139.5753371
35.691914,139.575572
35.69239046,139.5733591
35.689781,139.577168
35.68922373,139.5773268
35.68501,139.574925
35.687354,139.543605
35.68678332,139.5435534
35.68545836,139.5426587
35.685918,139.542214
35.670734,139.549147
35.669531,139.584691
35.718919,139.558426
35.77965392,139.2838308
35.780694,139.284362
35.781846,139.287824
35.78213303,139.2884431
35.778733,139.293173
35.778539,139.293645
35.78313279,139.296582
35.782171,139.254721
35.79894657,139.1813832
35.78687492,139.1507737
35.78678353,139.150838
35.80061508,139.1780786
35.801804,139.178911
35.81238535,139.258862
35.80649781,139.3109806
35.806363,139.311017
35.80713639,139.3067013
35.793657,139.32859
35.793433,139.301424
35.79078641,139.2824145
35.790585,139.282625
35.787226,139.283262
35.786728,139.2831356
35.788215,139.270753
35.788407,139.269884
35.81894291,139.2896337
35.81787,139.27509
35.81805159,139.2751132
35.81984725,139.2751946
35.81934,139.275181
35.82165211,139.2762616
35.821319,139.276367
35.790181,139.254896
35.789993,139.254858
35.786677,139.293873
35.786387,139.294487
35.7899744,139.2942525
35.789567,139.294232
35.79002063,139.2959698
35.789722,139.295974
35.78140916,139.3056221
35.78595647,139.3051809
35.785849,139.304874
35.788803,139.30603
35.788482,139.305974
35.788424,139.307542
35.78878752,139.3075962
35.78912835,139.3119996
35.7867839,139.3135004
35.80090307,139.282973
35.800298,139.283171
35.796635,139.28257
35.79719379,139.2827859
35.828763,139.260055
35.828635,139.260466
35.826138,139.258321
35.82576741,139.2579811
35.82384529,139.2486484
35.83601231,139.2093035
35.821924,139.228881
35.785304,139.27476
35.78563351,139.2748929
35.796765,139.291206
35.796439,139.290867
35.79734786,139.2924172
35.797,139.292347
35.798088,139.294144
35.79841385,139.2937476
35.804575,139.195423
35.804114,139.195755
35.78092404,139.2706198
35.780352,139.270962
35.78046,139.268717
35.78028331,139.2686934
35.78919,139.250658
35.788529,139.250722
35.7879023,139.2758036
35.788373,139.275179
35.793681,139.271231
35.79408463,139.27181
35.79774,139.30619
35.797549,139.306535
35.801599,139.216727
35.802048,139.21628
35.81340126,139.2078429
35.78511,139.2356
35.786784,139.22445
35.786731,139.224766
35.78785,139.225158
35.78735,139.224421
35.794982,139.220633
35.794655,139.22031
35.78298239,139.2410972
35.82799932,139.2930754
35.79205963,139.2603694
35.79118972,139.2586143
35.774476,139.285432
35.774186,139.284748
35.799772,139.212031
35.80299616,139.2078118
35.789312,139.244617
35.78936831,139.2457671
